sku;ad;dal;marka;aile_bugun;aile_yeni;slug_bugun;eski_ek_slug;slug_tr;slug_en;adres_tr;adres_en;uzunluk_tr;not
SEA-61163003;STORM 16 ATEX · 2800 d/dk · 2,2 kW · 380V;acid-resistant-fans;seat;storm-serisi;storm-serisi;storm-16-atex-61163003;;seat-storm-16-atex-korozyon-dayanimli-fan-1800m3h-3000pa-160mm;seat-storm-16-atex-corrosion-resistant-fan-1800m3h-3000pa-160mm;/tr/urun/seat-storm-16-atex-korozyon-dayanimli-fan-1800m3h-3000pa-160mm-p-sea-61163003;/en/products/seat-storm-16-atex-corrosion-resistant-fan-1800m3h-3000pa-160mm-p-sea-61163003;62;
SEA-61183000;STORM 18 · 2800 d/dk · 7,5 kW · 380V;acid-resistant-fans;seat;storm-serisi;storm-serisi;storm-18-61183000;;seat-storm-18-korozyon-dayanimli-fan-3073m3h-3227pa-200mm;seat-storm-18-corrosion-resistant-fan-3073m3h-3227pa-200mm;/tr/urun/seat-storm-18-korozyon-dayanimli-fan-3073m3h-3227pa-200mm-p-sea-61183000;/en/products/seat-storm-18-corrosion-resistant-fan-3073m3h-3227pa-200mm-p-sea-61183000;57;
SEA-61183003;STORM 18 ATEX · 2800 d/dk · 7,5 kW · 380V;acid-resistant-fans;seat;storm-serisi;storm-serisi;storm-18-atex-61183003;;seat-storm-18-atex-korozyon-dayanimli-fan-3073m3h-3227pa-200mm;seat-storm-18-atex-corrosion-resistant-fan-3073m3h-3227pa-200mm;/tr/urun/seat-storm-18-atex-korozyon-dayanimli-fan-3073m3h-3227pa-200mm-p-sea-61183003;/en/products/seat-storm-18-atex-corrosion-resistant-fan-3073m3h-3227pa-200mm-p-sea-61183003;62;
SEA-71201000;JET 20 · 950 d/dk · 0,18 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-20-71201000;;seat-jet-20-korozyon-dayanimli-fan-160mm;seat-jet-20-corrosion-resistant-fan-160mm;/tr/urun/seat-jet-20-korozyon-dayanimli-fan-160mm-p-sea-71201000;/en/products/seat-jet-20-corrosion-resistant-fan-160mm-p-sea-71201000;40;
SEA-71201003;JET 20 ATEX · 950 d/dk · 0,18 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-20-atex-71201003;;seat-jet-20-atex-korozyon-dayanimli-fan-160mm;seat-jet-20-atex-corrosion-resistant-fan-160mm;/tr/urun/seat-jet-20-atex-korozyon-dayanimli-fan-160mm-p-sea-71201003;/en/products/seat-jet-20-atex-corrosion-resistant-fan-160mm-p-sea-71201003;45;
SEA-71202000;JET 20 · 1400 d/dk · 0,25 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-20-71202000;;seat-jet-20-korozyon-dayanimli-fan-470m3h-190pa-160mm-380v;seat-jet-20-corrosion-resistant-fan-470m3h-190pa-160mm-380v;/tr/urun/seat-jet-20-korozyon-dayanimli-fan-470m3h-190pa-160mm-380v-p-sea-71202000;/en/products/seat-jet-20-corrosion-resistant-fan-470m3h-190pa-160mm-380v-p-sea-71202000;58;ayirt-eklendi
SEA-71202003;JET 20 ATEX · 1400 d/dk · 0,18 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-20-atex-71202003;;seat-jet-20-atex-korozyon-dayanimli-fan-470m3h-190pa-160mm;seat-jet-20-atex-corrosion-resistant-fan-470m3h-190pa-160mm;/tr/urun/seat-jet-20-atex-korozyon-dayanimli-fan-470m3h-190pa-160mm-p-sea-71202003;/en/products/seat-jet-20-atex-corrosion-resistant-fan-470m3h-190pa-160mm-p-sea-71202003;58;
SEA-71202010;JET 20 · 1400 d/dk · 0,18 kW · 220V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-20-71202010;;seat-jet-20-korozyon-dayanimli-fan-470m3h-190pa-160mm-220v;seat-jet-20-corrosion-resistant-fan-470m3h-190pa-160mm-220v;/tr/urun/seat-jet-20-korozyon-dayanimli-fan-470m3h-190pa-160mm-220v-p-sea-71202010;/en/products/seat-jet-20-corrosion-resistant-fan-470m3h-190pa-160mm-220v-p-sea-71202010;58;ayirt-eklendi
SEA-71203000;JET 20 · 2800 d/dk · 0,75 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-20-71203000;;seat-jet-20-korozyon-dayanimli-fan-925m3h-740pa-160mm-380v-0-75kw;seat-jet-20-corrosion-resistant-fan-925m3h-740pa-160mm-380v-0-75kw;/tr/urun/seat-jet-20-korozyon-dayanimli-fan-925m3h-740pa-160mm-380v-0-75kw-p-sea-71203000;/en/products/seat-jet-20-corrosion-resistant-fan-925m3h-740pa-160mm-380v-0-75kw-p-sea-71203000;65;ayirt-eklendi ayirt-eklendi
SEA-71203001;JET 20 · 2800 d/dk · 1,1 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-20-71203001;;seat-jet-20-korozyon-dayanimli-fan-925m3h-740pa-160mm-380v-1-1kw;seat-jet-20-corrosion-resistant-fan-925m3h-740pa-160mm-380v-1-1kw;/tr/urun/seat-jet-20-korozyon-dayanimli-fan-925m3h-740pa-160mm-380v-1-1kw-p-sea-71203001;/en/products/seat-jet-20-corrosion-resistant-fan-925m3h-740pa-160mm-380v-1-1kw-p-sea-71203001;64;ayirt-eklendi ayirt-eklendi
SEA-71203003;JET 20 ATEX · 2800 d/dk · 0,75 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-20-atex-71203003;;seat-jet-20-atex-korozyon-dayanimli-fan-925m3h-740pa-160mm;seat-jet-20-atex-corrosion-resistant-fan-925m3h-740pa-160mm;/tr/urun/seat-jet-20-atex-korozyon-dayanimli-fan-925m3h-740pa-160mm-p-sea-71203003;/en/products/seat-jet-20-atex-corrosion-resistant-fan-925m3h-740pa-160mm-p-sea-71203003;58;
SEA-71203010;JET 20 · 2800 d/dk · 0,75 kW · 220V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-20-71203010;;seat-jet-20-korozyon-dayanimli-fan-925m3h-740pa-160mm-220v;seat-jet-20-corrosion-resistant-fan-925m3h-740pa-160mm-220v;/tr/urun/seat-jet-20-korozyon-dayanimli-fan-925m3h-740pa-160mm-220v-p-sea-71203010;/en/products/seat-jet-20-corrosion-resistant-fan-925m3h-740pa-160mm-220v-p-sea-71203010;58;ayirt-eklendi
SEA-71251000;JET 25 · 950 d/dk · 0,18 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-25-71251000;;seat-jet-25-korozyon-dayanimli-fan-200mm;seat-jet-25-corrosion-resistant-fan-200mm;/tr/urun/seat-jet-25-korozyon-dayanimli-fan-200mm-p-sea-71251000;/en/products/seat-jet-25-corrosion-resistant-fan-200mm-p-sea-71251000;40;
SEA-71251003;JET 25 ATEX · 900 d/dk · 0,18 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-25-atex-71251003;;seat-jet-25-atex-korozyon-dayanimli-fan-200mm;seat-jet-25-atex-corrosion-resistant-fan-200mm;/tr/urun/seat-jet-25-atex-korozyon-dayanimli-fan-200mm-p-sea-71251003;/en/products/seat-jet-25-atex-corrosion-resistant-fan-200mm-p-sea-71251003;45;
SEA-71252000;JET 25 · 1400 d/dk · 0,37 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-25-71252000;;seat-jet-25-korozyon-dayanimli-fan-647m3h-325pa-200mm-380v-0-37kw;seat-jet-25-corrosion-resistant-fan-647m3h-325pa-200mm-380v-0-37kw;/tr/urun/seat-jet-25-korozyon-dayanimli-fan-647m3h-325pa-200mm-380v-0-37kw-p-sea-71252000;/en/products/seat-jet-25-corrosion-resistant-fan-647m3h-325pa-200mm-380v-0-37kw-p-sea-71252000;65;ayirt-eklendi ayirt-eklendi
SEA-71252003;JET 25 ATEX · 1400 d/dk · 0,37 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-25-atex-71252003;;seat-jet-25-atex-korozyon-dayanimli-fan-647m3h-325pa-200mm;seat-jet-25-atex-corrosion-resistant-fan-647m3h-325pa-200mm;/tr/urun/seat-jet-25-atex-korozyon-dayanimli-fan-647m3h-325pa-200mm-p-sea-71252003;/en/products/seat-jet-25-atex-corrosion-resistant-fan-647m3h-325pa-200mm-p-sea-71252003;58;
SEA-71252010;JET 25 · 1400 d/dk · 0,37 kW · 220V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-25-71252010;;seat-jet-25-korozyon-dayanimli-fan-647m3h-325pa-200mm-220v;seat-jet-25-corrosion-resistant-fan-647m3h-325pa-200mm-220v;/tr/urun/seat-jet-25-korozyon-dayanimli-fan-647m3h-325pa-200mm-220v-p-sea-71252010;/en/products/seat-jet-25-corrosion-resistant-fan-647m3h-325pa-200mm-220v-p-sea-71252010;58;ayirt-eklendi
SEA-71252055;JET 25 · 1400 d/dk · 0,55 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-25-71252055;;seat-jet-25-korozyon-dayanimli-fan-647m3h-325pa-200mm-380v-0-55kw;seat-jet-25-corrosion-resistant-fan-647m3h-325pa-200mm-380v-0-55kw;/tr/urun/seat-jet-25-korozyon-dayanimli-fan-647m3h-325pa-200mm-380v-0-55kw-p-sea-71252055;/en/products/seat-jet-25-corrosion-resistant-fan-647m3h-325pa-200mm-380v-0-55kw-p-sea-71252055;65;ayirt-eklendi ayirt-eklendi
SEA-71253000;JET 25 · 2800 d/dk · 2,2 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-25-71253000;;seat-jet-25-korozyon-dayanimli-fan-1280m3h-1273pa-200mm;seat-jet-25-corrosion-resistant-fan-1280m3h-1273pa-200mm;/tr/urun/seat-jet-25-korozyon-dayanimli-fan-1280m3h-1273pa-200mm-p-sea-71253000;/en/products/seat-jet-25-corrosion-resistant-fan-1280m3h-1273pa-200mm-p-sea-71253000;55;
SEA-71253003;JET 25 ATEX · 2800 d/dk · 2,2 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-25-atex-71253003;;seat-jet-25-atex-korozyon-dayanimli-fan-1280m3h-1273pa-200mm;seat-jet-25-atex-corrosion-resistant-fan-1280m3h-1273pa-200mm;/tr/urun/seat-jet-25-atex-korozyon-dayanimli-fan-1280m3h-1273pa-200mm-p-sea-71253003;/en/products/seat-jet-25-atex-corrosion-resistant-fan-1280m3h-1273pa-200mm-p-sea-71253003;60;
SEA-71301000;JET 30 · 950 d/dk · 0,55 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-30-71301000;;seat-jet-30-korozyon-dayanimli-fan-1006m3h-185pa-250mm;seat-jet-30-corrosion-resistant-fan-1006m3h-185pa-250mm;/tr/urun/seat-jet-30-korozyon-dayanimli-fan-1006m3h-185pa-250mm-p-sea-71301000;/en/products/seat-jet-30-corrosion-resistant-fan-1006m3h-185pa-250mm-p-sea-71301000;54;
SEA-71302000;JET 30 · 1500 d/dk · 1,1 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-30-71302000;;seat-jet-30-korozyon-dayanimli-fan-1570m3h-450pa-250mm-380v;seat-jet-30-corrosion-resistant-fan-1570m3h-450pa-250mm-380v;/tr/urun/seat-jet-30-korozyon-dayanimli-fan-1570m3h-450pa-250mm-380v-p-sea-71302000;/en/products/seat-jet-30-corrosion-resistant-fan-1570m3h-450pa-250mm-380v-p-sea-71302000;59;ayirt-eklendi
SEA-71302003;JET 30 ATEX · 1400 d/dk · 1,1 kW · 380V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-30-atex-71302003;;seat-jet-30-atex-korozyon-dayanimli-fan-1570m3h-450pa-250mm;seat-jet-30-atex-corrosion-resistant-fan-1570m3h-450pa-250mm;/tr/urun/seat-jet-30-atex-korozyon-dayanimli-fan-1570m3h-450pa-250mm-p-sea-71302003;/en/products/seat-jet-30-atex-corrosion-resistant-fan-1570m3h-450pa-250mm-p-sea-71302003;59;
SEA-71302010;JET 30 · 1400 d/dk · 1,1 kW · 220V;acid-resistant-fans;seat;jet-serisi;jet-serisi;jet-30-71302010;;seat-jet-30-korozyon-dayanimli-fan-1570m3h-450pa-250mm-220v;seat-jet-30-corrosion-resistant-fan-1570m3h-450pa-250mm-220v;/tr/urun/seat-jet-30-korozyon-dayanimli-fan-1570m3h-450pa-250mm-220v-p-sea-71302010;/en/products/seat-jet-30-corrosion-resistant-fan-1570m3h-450pa-250mm-220v-p-sea-71302010;59;ayirt-eklendi
SEA-810105;PTC SENSOR;spare-parts-sensors;seat;seat-atex-ptc-sensor;seat-atex-ptc-sensoru;ptc-sensor-810105;;seat-ptc-sensor-yedek-parca;seat-ptc-sensor-spare-part;/tr/urun/seat-ptc-sensor-yedek-parca-p-sea-810105;/en/products/seat-ptc-sensor-spare-part-p-sea-810105;27;specs-bos
VRT-10911;Vortice Vort HR 350 Avel H;ducted-central-hrv;vortice;vortice-isi-geri-kazanim;vortice-vort-hr-isi-geri-kazanim;vortice-vort-hr-350-avel-h-10911;;vortice-vort-hr-350-avel-h-isi-geri-kazanim-cihazi;vortice-vort-hr-350-avel-h-heat-recovery-unit;/tr/urun/vortice-vort-hr-350-avel-h-isi-geri-kazanim-cihazi-p-vrt-10911;/en/products/vortice-vort-hr-350-avel-h-heat-recovery-unit-p-vrt-10911;50;kural2
VRT-10930;Vortice Vort HR 300 Neti;ducted-central-hrv;vortice;vortice-isi-geri-kazanim;vortice-vort-hr-isi-geri-kazanim;vortice-vort-hr-300-neti-10930;;vortice-vort-hr-300-neti-isi-geri-kazanim-cihazi;vortice-vort-hr-300-neti-heat-recovery-unit;/tr/urun/vortice-vort-hr-300-neti-isi-geri-kazanim-cihazi-p-vrt-10930;/en/products/vortice-vort-hr-300-neti-heat-recovery-unit-p-vrt-10930;48;kural2
VRT-11313;"Vortice Punto Evo Flexo MEX 100/4"" LL 1S";bathroom-toilet-fans;vortice;vortice-punto-evo-flexo;vortice-punto-evo-flexo-banyo-fanlari;vortice-punto-evo-flexo-mex-100-4-ll-1s-11313;;vortice-punto-evo-flexo-mex-100-4-ll-1s-banyo-fani;vortice-punto-evo-flexo-mex-100-4-ll-1s-bathroom-fan;/tr/urun/vortice-punto-evo-flexo-mex-100-4-ll-1s-banyo-fani-p-vrt-11313;/en/products/vortice-punto-evo-flexo-mex-100-4-ll-1s-bathroom-fan-p-vrt-11313;50;KELIME>10 deger-dustu kural2
VRT-11314;"Vortice Punto Evo Flexo MEX 100/4"" LL 1S T";bathroom-toilet-fans;vortice;vortice-punto-evo-flexo;vortice-punto-evo-flexo-banyo-fanlari;vortice-punto-evo-flexo-mex-100-4-ll-1s-t-11314;;vortice-punto-evo-flexo-mex-100-4-ll-1s-t-banyo-fani;vortice-punto-evo-flexo-mex-100-4-ll-1s-t-bathroom-fan;/tr/urun/vortice-punto-evo-flexo-mex-100-4-ll-1s-t-banyo-fani-p-vrt-11314;/en/products/vortice-punto-evo-flexo-mex-100-4-ll-1s-t-bathroom-fan-p-vrt-11314;52;KELIME>10 deger-dustu kural2
VRT-11333;"Vortice Punto Evo Flexo MEX 120/5"" LL 1S";bathroom-toilet-fans;vortice;vortice-punto-evo-flexo;vortice-punto-evo-flexo-banyo-fanlari;vortice-punto-evo-flexo-mex-120-5-ll-1s-11333;;vortice-punto-evo-flexo-mex-120-5-ll-1s-banyo-fani;vortice-punto-evo-flexo-mex-120-5-ll-1s-bathroom-fan;/tr/urun/vortice-punto-evo-flexo-mex-120-5-ll-1s-banyo-fani-p-vrt-11333;/en/products/vortice-punto-evo-flexo-mex-120-5-ll-1s-bathroom-fan-p-vrt-11333;50;KELIME>10 deger-dustu kural2
VRT-11334;"Vortice Punto Evo Flexo MEX 120/5"" LL 1S T";bathroom-toilet-fans;vortice;vortice-punto-evo-flexo;vortice-punto-evo-flexo-banyo-fanlari;vortice-punto-evo-flexo-mex-120-5-ll-1s-t-11334;;vortice-punto-evo-flexo-mex-120-5-ll-1s-t-banyo-fani;vortice-punto-evo-flexo-mex-120-5-ll-1s-t-bathroom-fan;/tr/urun/vortice-punto-evo-flexo-mex-120-5-ll-1s-t-banyo-fani-p-vrt-11334;/en/products/vortice-punto-evo-flexo-mex-120-5-ll-1s-t-bathroom-fan-p-vrt-11334;52;KELIME>10 deger-dustu kural2
VRT-11521;Vortice Vort Quadro Evo QE 60 LL;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-60-ll-11521;;vortice-vort-quadro-evo-qe-60-ll-banyo-fani-80mm;vortice-vort-quadro-evo-qe-60-ll-bathroom-fan-80mm;/tr/urun/vortice-vort-quadro-evo-qe-60-ll-banyo-fani-80mm-p-vrt-11521;/en/products/vortice-vort-quadro-evo-qe-60-ll-bathroom-fan-80mm-p-vrt-11521;48;deger-dustu kural2
VRT-11522;Vortice Vort Quadro Evo QE 100 LL;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-100-ll-11522;;vortice-vort-quadro-evo-qe-100-ll-banyo-fani-353pa;vortice-vort-quadro-evo-qe-100-ll-bathroom-fan-353pa;/tr/urun/vortice-vort-quadro-evo-qe-100-ll-banyo-fani-353pa-p-vrt-11522;/en/products/vortice-vort-quadro-evo-qe-100-ll-bathroom-fan-353pa-p-vrt-11522;50;kural2
VRT-11523;Vortice Vort Quadro Evo QE 60/35 LL;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-60-35-ll-11523;;vortice-vort-quadro-evo-qe-60-35-ll-banyo-fani;vortice-vort-quadro-evo-qe-60-35-ll-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-60-35-ll-banyo-fani-p-vrt-11523;/en/products/vortice-vort-quadro-evo-qe-60-35-ll-bathroom-fan-p-vrt-11523;46;deger-dustu kural2
VRT-11524;Vortice Vort Quadro Evo QE 100/60 LL;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-100-60-ll-11524;;vortice-vort-quadro-evo-qe-100-60-ll-banyo-fani;vortice-vort-quadro-evo-qe-100-60-ll-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-100-60-ll-banyo-fani-p-vrt-11524;/en/products/vortice-vort-quadro-evo-qe-100-60-ll-bathroom-fan-p-vrt-11524;47;deger-dustu kural2
VRT-11525;Vortice Vort Quadro Evo QE 100/60/35 LL;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-100-60-35-ll-11525;;vortice-vort-quadro-evo-qe-100-60-35-ll-banyo-fani;vortice-vort-quadro-evo-qe-100-60-35-ll-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-100-60-35-ll-banyo-fani-p-vrt-11525;/en/products/vortice-vort-quadro-evo-qe-100-60-35-ll-bathroom-fan-p-vrt-11525;50;KELIME>10 deger-dustu kural2
VRT-11526;Vortice Vort Quadro Evo QE 60 LL T;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-60-ll-t-11526;;vortice-vort-quadro-evo-qe-60-ll-t-banyo-fani;vortice-vort-quadro-evo-qe-60-ll-t-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-60-ll-t-banyo-fani-p-vrt-11526;/en/products/vortice-vort-quadro-evo-qe-60-ll-t-bathroom-fan-p-vrt-11526;45;deger-dustu kural2
VRT-11527;Vortice Vort Quadro Evo QE 100 LL T;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-100-ll-t-11527;;vortice-vort-quadro-evo-qe-100-ll-t-banyo-fani;vortice-vort-quadro-evo-qe-100-ll-t-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-100-ll-t-banyo-fani-p-vrt-11527;/en/products/vortice-vort-quadro-evo-qe-100-ll-t-bathroom-fan-p-vrt-11527;46;deger-dustu kural2
VRT-11528;Vortice Vort Quadro Evo QE 60/35 LL T;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-60-35-ll-t-11528;;vortice-vort-quadro-evo-qe-60-35-ll-t-banyo-fani;vortice-vort-quadro-evo-qe-60-35-ll-t-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-60-35-ll-t-banyo-fani-p-vrt-11528;/en/products/vortice-vort-quadro-evo-qe-60-35-ll-t-bathroom-fan-p-vrt-11528;48;KELIME>10 deger-dustu kural2
VRT-11531;Vortice Vort Quadro Evo QE 100/60 LL T;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-100-60-ll-t-11531;;vortice-vort-quadro-evo-qe-100-60-ll-t-banyo-fani;vortice-vort-quadro-evo-qe-100-60-ll-t-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-100-60-ll-t-banyo-fani-p-vrt-11531;/en/products/vortice-vort-quadro-evo-qe-100-60-ll-t-bathroom-fan-p-vrt-11531;49;KELIME>10 deger-dustu kural2
VRT-11532;Vortice Vort Quadro Evo QE 60 LL TP;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-60-ll-tp-11532;;vortice-vort-quadro-evo-qe-60-ll-tp-banyo-fani;vortice-vort-quadro-evo-qe-60-ll-tp-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-60-ll-tp-banyo-fani-p-vrt-11532;/en/products/vortice-vort-quadro-evo-qe-60-ll-tp-bathroom-fan-p-vrt-11532;46;deger-dustu kural2
VRT-11533;Vortice Vort Quadro Evo QE 100 LL TP;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-100-ll-tp-11533;;vortice-vort-quadro-evo-qe-100-ll-tp-banyo-fani;vortice-vort-quadro-evo-qe-100-ll-tp-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-100-ll-tp-banyo-fani-p-vrt-11533;/en/products/vortice-vort-quadro-evo-qe-100-ll-tp-bathroom-fan-p-vrt-11533;47;deger-dustu kural2
VRT-11534;Vortice Vort Quadro Evo QE 60/35 LL TP;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-60-35-ll-tp-11534;;vortice-vort-quadro-evo-qe-60-35-ll-tp-banyo-fani;vortice-vort-quadro-evo-qe-60-35-ll-tp-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-60-35-ll-tp-banyo-fani-p-vrt-11534;/en/products/vortice-vort-quadro-evo-qe-60-35-ll-tp-bathroom-fan-p-vrt-11534;49;KELIME>10 deger-dustu kural2
VRT-11535;Vortice Vort Quadro Evo QE 100/60 LL TP;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-100-60-ll-tp-11535;;vortice-vort-quadro-evo-qe-100-60-ll-tp-banyo-fani;vortice-vort-quadro-evo-qe-100-60-ll-tp-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-100-60-ll-tp-banyo-fani-p-vrt-11535;/en/products/vortice-vort-quadro-evo-qe-100-60-ll-tp-bathroom-fan-p-vrt-11535;50;KELIME>10 deger-dustu kural2
VRT-11536;Vortice Vort Quadro Evo QE 100/60/35 LL TP;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-100-60-35-ll-tp-11536;;vortice-vort-quadro-evo-qe-100-60-35-ll-tp-banyo-fani;vortice-vort-quadro-evo-qe-100-60-35-ll-tp-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-100-60-35-ll-tp-banyo-fani-p-vrt-11536;/en/products/vortice-vort-quadro-evo-qe-100-60-35-ll-tp-bathroom-fan-p-vrt-11536;53;KELIME>10 deger-dustu kural2
VRT-11537;Vortice Vort Quadro Evo QE 60 LL TP HCS;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-60-ll-tp-hcs-11537;;vortice-vort-quadro-evo-qe-60-ll-tp-hcs-banyo-fani;vortice-vort-quadro-evo-qe-60-ll-tp-hcs-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-60-ll-tp-hcs-banyo-fani-p-vrt-11537;/en/products/vortice-vort-quadro-evo-qe-60-ll-tp-hcs-bathroom-fan-p-vrt-11537;50;KELIME>10 deger-dustu kural2
VRT-11538;Vortice Vort Quadro Evo QE 100 LL TP HCS;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-100-ll-tp-hcs-11538;;vortice-vort-quadro-evo-qe-100-ll-tp-hcs-banyo-fani;vortice-vort-quadro-evo-qe-100-ll-tp-hcs-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-100-ll-tp-hcs-banyo-fani-p-vrt-11538;/en/products/vortice-vort-quadro-evo-qe-100-ll-tp-hcs-bathroom-fan-p-vrt-11538;51;KELIME>10 deger-dustu kural2
VRT-11541;Vortice Vort Quadro Evo QE 60/35 LL TP HCS;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-60-35-ll-tp-hcs-11541;;vortice-vort-quadro-evo-qe-60-35-ll-tp-hcs-banyo-fani;vortice-vort-quadro-evo-qe-60-35-ll-tp-hcs-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-60-35-ll-tp-hcs-banyo-fani-p-vrt-11541;/en/products/vortice-vort-quadro-evo-qe-60-35-ll-tp-hcs-bathroom-fan-p-vrt-11541;53;KELIME>10 deger-dustu kural2
VRT-11542;Vortice Vort Quadro Evo QE 100/60 LL TP HCS;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-100-60-ll-tp-hcs-11542;;vortice-vort-quadro-evo-qe-100-60-ll-tp-hcs-banyo-fani;vortice-vort-quadro-evo-qe-100-60-ll-tp-hcs-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-100-60-ll-tp-hcs-banyo-fani-p-vrt-11542;/en/products/vortice-vort-quadro-evo-qe-100-60-ll-tp-hcs-bathroom-fan-p-vrt-11542;54;KELIME>10 deger-dustu kural2
VRT-11543;Vortice Vort Quadro Evo QE 100/60/35 LL TP HCS;bathroom-toilet-fans;vortice;vortice-vort-quadro-evo;vortice-vort-quadro-evo;vortice-vort-quadro-evo-qe-100-60-35-ll-tp-hcs-11543;;vortice-vort-quadro-evo-qe-100-60-35-ll-tp-hcs-banyo-fani;vortice-vort-quadro-evo-qe-100-60-35-ll-tp-hcs-bathroom-fan;/tr/urun/vortice-vort-quadro-evo-qe-100-60-35-ll-tp-hcs-banyo-fani-p-vrt-11543;/en/products/vortice-vort-quadro-evo-qe-100-60-35-ll-tp-hcs-bathroom-fan-p-vrt-11543;57;KELIME>10 deger-dustu kural2
